问题,类别
尊敬的董秘您好，请问贵司有教育显示相关产品嘛？本轮教育信息化相关的政策会受益吗？,公司基本状况
自去年27块多招商证券以跌去了一大半的市值，公司有回购计划吗,生产经营情况
您好！央企控股下的上市公司有不少已经开展员工持股或股权激烈，请问贵司，有相关计划吗，以激励员工，更好地工作！！！,生产经营情况
请问贵公司持股多少浙江钠创新，钠创新据说对是否已经在生产纳电池？,生产经营情况
请问长阳的电池隔壁会先开拓消费电子、动力电池、储能电池中哪个市场？目前试产效果如何？谢谢！,生产经营情况
董秘同志： 您好，发现贵司煤炭产品毛利率达到71%，远高于同行业水平。请问： 1、高于同行业水平毛利率的原因。 2、公司后期能否延续高于同行业毛利率水平。 感谢解答，谢谢！,公司基本状况
请问公司JS-T205项目预计什么时候可以投产，谢谢！,生产经营情况
董秘你好！请问目前股东数是多少？,股东与股权变动
据公司9月21日答投资者问，公司乐山二期目前已取得项目备案、土地不动产权证书、能评等相关手续，尚在办理环评、施工许可等手续，相关手续办理完成后将安排开工建设。能评已在7月底通过，为何环评及施工许可手续办理如此迟缓，公司预期项目何时可以开工？,生产经营情况
公司对人才的引进不能光注重研发人才，对管理和销售的人才引进也要加大力度，美的入驻万东在人才引进方面做了哪些具体的工作？,生产经营情况
请问世华新能源行业用的导热胶是用在电池壳里面的吗？现在主要和哪几家新能源车厂合作？导热胶的设计产能多少？,生产经营情况
您好，请问线上销售的双洛平是算海正药业卖的还是微芯生物公司卖的？,生产经营情况
请问公司三季度双洛平销售额受疫情影响大吗？,生产经营情况
请问海正药业对双洛平销售不理想有办法吗？,生产经营情况
您好，糖尿病新药上市越来越多，公司的双洛平还有希望打开销售不行的局面吗？,生产经营情况
请问，截至2022年9月30日，公司的股东数是多少？谢谢,股东与股权变动
请问，截至2022年10月10日，公司的股东数是多少？谢谢,股东与股权变动
请问公司认可PET铜箔技术路线吗？公司对PET铜箔布局的进度？公司会成为铜箔界的柯达吗？,生产经营情况
你好！2022年上半年，公司区熔单晶硅棒、区熔单晶硅片销售情况如何？网上显示公司在北京的半导体研发制造项目已开工，为何未见相关公告？公司在半导体设备及材料业务有何规划？,生产经营情况
董秘好，西藏疫情这几个月都挺严峻的，不知对公司的业绩有没有什么影响？工人们有几成是正常上班的呢？谢谢,生产经营情况
董秘你好！请问前三季度贵司执行与天合光能、爱旭等一年期供货合同的执行情况？已经交付的硅片占供货合同约定的数量比例是多少？2022年结束后，一年期供货合同结束，以上客户是否续签供货合同？贵司自供货以来，以上一年期供货合同的买方对于贵司供货能力、硅片品质、交付进度等评价如何？,生产经营情况
贵公司截止目前有多少股东？,股东与股权变动
董秘你好，请问一下现在股东人数是多少？,股东与股权变动
截止到22年上半年，公司的总土储是多少?可销售的占比有多少,生产经营情况
请问华立康茂研发的信发系统整体方案是否支持CAD看图，wps，ppt等多种生态应用落地？,生产经营情况
董秘你好，国庆假期去长沙，在经过岳麓区金星北路贵公司观山印项目时，看到不少业主在就外墙和漏水等问题上提出强烈异议，顺便问了下是因为外墙没做防水等问题，请问公司总部对各省项目有进行监督和有效管理吗？还是各分公司自行监督？另外公司对处理这类问题的态度和手段一般是什么? 这类事情会影响公司业绩吗？,公司基本状况
当下，虽然新城控股投资者也亏损累累，但坚信看好新城能活下去。同时，对房企来说最重要的也是“活下来”，为了“活下来”该合并的合并，该整合的整合。请问公司在活下去方面有哪些举措？引入国资的计划如何？,股东与股权变动
新城控股9月销售额同比降幅52.4%，主要原因是什么？,生产经营情况
王晓军，请问近期会有高管减持吗？,股东与股权变动
请问董秘目前股东总户数多少，谢谢！！,股东与股权变动
在国家大力推动新能源发展的大背景之下吾盛能源的发展壮大需要提上日程，贵公司是否会进行相关上市计划？,生产经营情况
请问康茂智能在智慧考试智慧教育方面是否有研发？,生产经营情况
尊敬的周总您好，请问截止10.10日股东人数有多少，麻烦您告知一下（实时股东人数是可以告知的，相关规定，如有需求，股东向公司提交有效身份证明及持有股份情况，公司核实后会予以提供）,股东与股权变动
请问贵公司实控人发生变化了吗？谢谢,股东与股权变动
公司的业务是否可以理解为是高端版的装饰装修？还是说有很大的区别和不同？,公司基本状况
你好，董秘，1在网络安全硬件领域，公司有没有布局？2今年西北工业大学被美国国安局侵扰，如果属于公司客户面对此问题，以公司现有技术，可否有效防范抵御？谢谢,生产经营情况
公司是如何拓展新客户和维护老客户的？公司的销售团队实力如何？,生产经营情况
公司是否是对标东方雨虹的功能性服务企业，一个是做防水服务，一个是做无菌无尘服务，本质逻辑是否相同？如果相同，公司的业务规模，经营策略是否可以学习东方雨虹？,公司基本状况
董秘你好，请问上海荔之三季度经营状况如何？双十一期间有何计划？,生产经营情况
您好！公司处于天然气产业链中游，天然气的上涨或下跌，会提高或降低公司的采购成本，另一方面公司通过国际贸易，也能增加或减少营收及利润。请问欧美天然气价格的上涨或下跌，对公司的营收会带来多大影响？,生产经营情况
再次咨询问询函情况，是否有回复期限要求，请给广大股东一个交代,股东与股权变动
同为华为HI模式，长安汽车9月28日在互动平台上称阿维塔11目前订单突破2万。极狐阿尔法S的HI版发布的更早，首先量产，公司负责人刘宇也称要卖断货，为何订单只有1500，不及阿维塔11的1/10，差距如此大，尊敬的董秘，请问是什么原因，最新订单数能否像长安一样公布？,生产经营情况
IVD细分领域-凝血检测，近几年众多企业纷纷看好和进军该领域，特别是像迈瑞等实力强大的上市公司，拥有资本和研发优势，贵公司怎样保证自己处于该领域NO1（国产），高于该领域的年复合增长率？2、今年贵公司的市场份额有多少？,生产经营情况
既然公司运营一切正常，实控人愿不愿意在这个价格把其他大股东无底线减持的份额接过去？,股东与股权变动
董秘你好，前几天公告中的当日鲜是指cutebrew设备销售吗？公司近期长沙，沈阳和武汉等工厂的进度如何？,生产经营情况
日前，证监会鼓励上市公司回购增持股份，请问董秘公司有没有响应号召的打算？,股东与股权变动
董秘，您好！贵司乳业产品相比同类型的上市公司有何优势及特色，值得贵司定增扩大规模经营？谢谢！,公司基本状况
董秘，您好！2022年双十一贵司是否有参加该活动大卖产品？,公司基本状况
