请问2021年9月30日公司最新的股东人数和机构持股情况，谢谢	您好，请告诉我2021年9月30日该公司最新股东数量和机构持股情况。谢谢。	1
别人家的公司增持的增持，回购的回购，贵公司难道不懂市值管理的重要性吗？	你不明白别人公司增持回购时市值管理的重要性吗？	1
请问目前公司订单充足吗？	公司目前是否有足够的订单？	1
公司的尿苷产品是默沙东莫努匹拉韦新冠特效药的医药中间体，说明公司有雄厚的新冠特效药相关技术储备。并且默沙东已经同意全球100多个国家对莫努匹拉韦进行仿制，难道公司就没有考虑加入仿制的行列吗？？	该公司尿苷产品为莫沙酮莫努培拉韦新冠肺炎特效药的医药中间体，表明公司拥有较强的新冠肺炎特效药相关技术储备。玛莎东同意在全球100多个国家复制独木大楼，该公司难道不考虑参与模仿吗？	1
董秘你好：一季度薪火相传的销售额是多少啊？	你好，董秘：第一季度的销售额是多少？	1
公司订单量如何？	这家公司的订单量是多少？	1
董秘你好，公司有无设备或产品，参与央视春晚或者各大地方春晚节目录制使用。谢谢！	您好，董秘，公司有没有参与录制央视春晚或当地春晚节目的设备或产品？谢谢。	1
公司的氢燃料发动机什么时候量产？	该公司的氢发动机什么时候量产？	1
希望贵公司加强管理，做好生产工作，并积极推进新项目进展，创造价值，给广大中小股东以应有收益。2021年上半年已接近尾声，请问贵公司给我们分享一下上半年华南市场mtbe及异辛烷行情如何及公司下半年的展望。	希望贵公司加强管理，掌握生产，积极推进新项目进度，创造价值，使广大中小股东受益可观。2021年上半年已接近尾声。请分享上半年南方中国地区甲基叔丁基醚和异辛烷的市场状况及公司下半年展望。	1
董秘您好，我想问一下公司的中间体，PA0072、PA0244、PA0152、PA5771是否量产了？另外方便公布一下PA0045、PA5437、PA6764、PA1725、PA6990的在手订单情况吗？	董秘，您好。请问该公司的中间体PA0072、PA0244、PA0152和PA5771是否已经量产？此外，PA0045，PA5437，PA6764，PA1725，PA6990现有订单的发布容易吗？	1
贵公司在HIT电池方面有没有相关产品,或者将来有没有相关产品的生产计划?	贵公司是否有HIT电池相关产品，或者未来是否有相关产品的生产计划？	1
希望董秘不要回避问题，光明食品集团是否报名作为战略投资者参与科迪集团重整？科迪集团实控人是否有意向引进光明食品集团？建议大股东务必引入光明食品集团等有实力的战略投资者。	我希望董事长不要回避这个问题。光明食品集团是否以战略投资者身份签署参与科迪集团重组的合同？科迪集团的控制者是否打算引入光明食品集团？建议大股东必须引入光明食品集团等实力雄厚的战略投资者。	1
请问公司充电桩业务发展怎么样？	公司充电桩业务发展情况如何？	1
董秘 你好：      想了解下，贵司对未来有什么发展规划，对现有产品门类在技术上或者投入上有新的设想吗？在科技兴邦，制造业兴国的大背景下，贵司是否有投入前瞻性或者针对国外垄断性替代产品的相关可行性计划。	请问董秘：你想知道贵公司对将来有何发展计划吗？在技术和投资方面，对现有产品类别有什么新的想法吗？在科教兴国、制造业兴国背景下，贵公司有什么可行的投资前瞻性或国外垄断替代产品的计划吗？	1
董秘你好，请问若铁牛集团质押的股票拍卖成功，是否还是限售股?	董秘你好。如果铁牛集团质押的股份成功拍卖，还会成为限售股吗？	1
请问公司是一家元宇宙基础设施供应商吗？请回答是还是不是就可以	该公司是梅塔巴斯的基础设施供应商吗？请回答“是”或“否”。	1
你好董秘，贵公司与比亚迪合作哪一方面的业务，具体提供的产能是多少。	请问董秘，贵公司与比亚迪合作的是哪些业务？提供了多少运力？	1
请问公司的技术研发主要是靠内部还是外部？外部的话是否与电池厂商或整车厂商有共同研发（如果有共同研发就可以在研发阶段就锁定未来的产能订单）？是否与第三方的科研机构等有长期紧密的合作？	请问该公司的技术开发主要依赖内部还是外部？外部是否与电池制造商或整车制造商有联合开发(如果有联合研发，可以在研发阶段确定未来产能的订单)。您是否与第三方研究机构有长期密切的合作？	1
董秘你好，现在智能家居作为一大发展趋势，我见公司有扫地机器人，吸尘机等相关智能家居用品，且对标科沃斯石头和戴森，感觉公司可以将智能家居作为一大发展方向，凭借公司本身研发优势，供应链优势，应将智能家居作为重点战略发展。	您好，董秘，目前智能家居作为一大发展趋势，我看到公司有扫地机器人、吸尘器等相关智能家居产品，但到了标准科沃斯和戴森，我觉得公司可以把智能家居作为一个大的发展方向。凭借公司自身的研发优势、供应链优势，智能家居应该是战略发展的重点。	1
请问贵公司2015年1.5亿投资的香港医思医疗现在还持有多少股份？	2015年贵公司以1.5亿元投资的香港医药股份有限公司，如今拥有多少股份？	1
公司怎么看待海天味业产品的涨价？公司会和海天味业一样涨价来对冲原材料的上涨吗？	该公司如何看待海天香料产品的涨价？该公司会不会像海天香精一样提高价格，对冲原材料价格的上涨？	1
董秘好： 关于新产品方面，交流伺服L8系列产品目前市场反馈如何，大致什么时间能有批量订单进展？ PLC产品今年进展情况怎么样，是否有规模化市场进展？	董米浩：关于新产品，目前交流伺服L8系列产品的市场反馈如何？什么时候批量订单会有进展？今年PLC产品进展如何？大型市场有进展吗？	1
董秘，请问今年有新车上市销售吗？	董秘，今年新车上市了吗？	1
董秘，你好，请问公司产品是否可用于新一代人工智能示范应用场景？谢谢	请问董秘，公司的产品可以用于新一代人工智能的示范应用场景吗？谢谢你，谢谢	1
请问最近纸浆涨价对公司成本有多大影响？公司是否采取措施应对纸浆涨价？	最近纸浆价格的上涨会对公司成本产生怎样的影响？该公司是否应对纸浆价格上涨？	1
请问公司产品是否有元宇宙概念？	该公司的产品有元巴斯的概念吗？	1
公司账上有大量现金，有没有考虑过增持或分红及研发。	这家公司的账户里有很多现金。你是否考虑过股息的增资或研发？	1
请问公司止12月20日或12月10日股东户数多少？谢谢！	到12月20日或12月10日，该公司的股东家族数量是多少？谢谢。	1
公司大股东减持半年，时间到期后又开始减持，投资者都很愤怒，现在早已跌破发行价，由于当初承诺，跌破发行价后就不再减持，公司大股东是否能公告，由于现在的状况，不适合再减持，终止减持行为。公司的老总为了维护股价，是否协调相关股东，不再进持减持。	公司大股东减持半年，到期后再度开始减持。投资者很生气，现在已经跌破了发行价。根据当初的承诺，跌破发行价后将不再减产。公司大股东可否公告称，考虑到目前情况，不应再次停止减持、停止减持？公司总经理为了维持股价，是否调整相关股东，不再减息。	1
董秘您好， 请问现有A股股东数多少？ （披露当前A股股东数目并不违规，您选择不回答的话，请给个理由。而不是外交辞令一样的，说什么定期报告会披露。 不回答这个问题，要么表示您对股东并不尊重，要么表明公司并不想公布股东数目背后可以有阴谋论。	董秘先生，请问A股的股东人数是多少？(目前披露A股股东数量并不违法。如果你选择不回答，请告诉我理由。据悉，与外交辞令不同的是，定期报告将被披露。不回答这个问题，要么意味着不尊重股东，要么意味着公司不愿透露股东数量，背后可能有阴谋论。	1
请问一下大股东嘉兴目前减持情况？	请问大股东嘉兴目前减息情况如何？	1
董秘你好，请问公司有没有edr相关产品	请问董秘，公司有EDR相关产品吗？	1
请问公司目前订单量如何，工厂负载如何，是否满产？	该公司目前的订单量是多少，工厂负荷如何，满负荷生产？	1
